"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","qno","qno1","saq7","ag1","ag2","ag3","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22a","saq22b","tracked_obs"
260069,1,26,2615,2,2178,1506,4863.6204351007,4863.6204351007,1,2,39,1,2,1,3,1,10,10,2012,9,15,12,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260070,1,26,2615,2,2178,1506,4863.6204351007,4863.6204351007,1,2,42,1,2,1,5,1,10,10,2012,12,0,2,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260071,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,1,1,2,1,5,1,14,10,2012,9,0,11,27,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260072,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,1,3,1,2,1,4,1,14,10,2012,10,10,1,42,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260073,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,5,1,2,1,5,1,13,10,2012,12,30,4,1,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260074,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,7,1,2,1,3,1,13,10,2012,1,20,4,1,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260075,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,1,1,1,1,4,1,13,10,2012,12,40,4,2,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260076,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,11,1,2,1,3,1,13,10,2012,10,20,12,1,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260077,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,13,1,2,1,4,1,13,10,2012,10,12,1,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260078,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,18,1,2,1,5,1,13,10,2012,11,56,3,11,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260079,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,20,1,2,1,3,1,13,10,2012,4,15,7,2,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260080,1,26,2621,2,100,1409,8369.95144645237,8369.95144645237,1,2,24,1,2,1,5,1,13,10,2012,9,6,11,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260081,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,2,1,2,1,4,1,7,10,2012,8,10,11,41,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260082,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,1,8,1,2,1,5,1,7,10,2012,11,30,15,25,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260083,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,11,1,2,1,3,1,7,10,2012,8,15,11,56,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260084,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,14,1,2,1,3,1,6,10,2012,1,20,4,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260085,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,23,1,2,1,5,1,6,10,2012,1,5,3,15,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260086,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,29,1,2,1,5,1,7,10,2012,8,10,11,47,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260087,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,32,1,1,1,4,1,6,10,2012,12,20,3,41,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260088,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,35,1,1,1,3,1,6,10,2012,10,12,1,6,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260089,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,38,1,2,1,5,1,6,10,2012,10,0,12,56,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260090,1,26,2611,2,424,1105,6107.80240687065,6107.80240687065,1,2,41,1,2,1,4,1,6,10,2012,9,2,11,57,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260091,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,1,1,2,1,7,2,29,9,2012,15,20,18,10,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260092,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,1,8,2,2,2,7,2,29,9,2012,7,10,11,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260093,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,67,1,1,1,6,2,29,9,2012,7,30,10,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260094,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,1,33,2,2,2,7,2,29,9,2012,11,20,15,9,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260095,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,23,1,1,1,8,2,29,9,2012,8,30,12,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260096,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,52,1,1,1,6,2,29,9,2012,12,30,14,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260097,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,57,1,1,1,6,2,28,9,2012,15,40,16,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260098,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,23,1,2,1,8,2,30,9,2012,13,35,16,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260099,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,57,1,1,1,6,2,28,9,2012,13,50,15,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260100,1,26,2605,2,594,1302,4637.40553114253,4637.40553114253,1,2,3,1,2,1,8,2,20,9,2012,10,12,13,25,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260101,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,2,15,1,2,1,7,2,19,9,2012,10,50,14,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260102,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,17,2,2,2,8,2,19,9,2012,10,0,13,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260103,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,10,2,2,2,6,2,19,9,2012,12,0,15,40,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260104,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,3,2,2,2,8,2,19,9,2012,7,0,10,12,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260105,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,25,2,2,2,8,2,20,9,2012,12,2,16,17,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260106,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,1,2,2,2,6,2,19,9,2012,8,30,11,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260107,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,11,2,2,2,7,2,19,9,2012,14,10,18,6,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260108,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,4,2,2,2,8,2,2,9,2012,14,15,16,48,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260109,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,2,13,1,2,1,7,2,19,9,2012,7,40,10,46,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260110,1,26,2603,1,1786,1102,2940.79375145624,2940.79375145624,1,1,24,2,2,2,7,2,22,9,2012,11,50,16,9,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260111,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,1,2,2,2,7,2,21,9,2012,10,30,15,2,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260112,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,20,2,2,2,7,2,22,9,2012,7,10,11,40,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260113,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,17,2,2,2,7,2,21,9,2012,7,20,10,38,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260114,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,24,2,2,2,6,2,22,9,2012,12,30,14,50,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260115,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,13,2,2,2,6,2,22,9,2012,9,30,12,20,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260116,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,11,2,2,2,8,2,20,9,2012,13,15,17,10,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260117,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,18,2,2,2,6,2,21,9,2012,8,30,10,30,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260118,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,4,2,2,2,6,2,21,9,2012,16,30,19,20,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260119,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,6,2,2,2,8,2,21,9,2012,7,20,11,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260120,1,26,2603,1,658,1501,2601.47139551898,2601.47139551898,1,1,25,2,2,2,6,2,21,9,2012,13,40,16,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260121,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,22,1,2,1,8,2,2,10,2012,9,0,13,5,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260122,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,17,1,2,1,7,2,2,10,2012,11,30,15,1,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260123,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,9,1,2,1,6,2,5,10,2012,8,30,11,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260124,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,1,1,2,1,6,2,4,10,2012,9,30,11,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260125,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,12,1,1,1,8,2,2,10,2012,13,10,16,21,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260126,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,4,1,2,1,7,2,1,10,2012,7,0,11,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260127,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,6,1,2,1,7,2,2,10,2012,15,10,18,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260128,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,25,1,2,1,7,2,3,10,2012,7,30,11,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260129,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,33,1,2,1,6,2,6,10,2012,9,30,11,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260130,1,26,2613,2,2248,1006,6107.80240687065,6107.80240687065,1,2,20,1,2,1,8,2,2,10,2012,16,26,18,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260131,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,33,1,1,1,6,2,10,10,2012,8,15,12,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260132,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,12,1,2,1,8,2,4,10,2012,11,30,14,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260133,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,1,15,2,2,2,7,2,5,10,2012,7,10,11,20,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260134,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,1,26,2,2,2,7,2,5,10,2012,11,30,14,40,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260135,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,3,1,2,1,7,2,5,10,2012,14,50,18,35,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260136,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,8,1,1,1,6,2,10,10,2012,9,30,11,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260137,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,17,1,1,1,6,2,10,10,2012,13,20,15,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260138,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,1,1,2,2,2,6,2,11,10,2012,8,0,11,30,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260139,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,21,1,2,1,8,2,4,10,2012,8,15,11,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260140,1,26,2608,2,820,1404,3053.90120343533,3053.90120343533,1,2,19,1,2,1,8,2,4,10,2012,14,58,17,52,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260141,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,11,1,2,1,7,2,31,9,2012,8,30,13,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260142,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,9,1,2,1,7,2,1,10,2012,7,15,11,2,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260143,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,18,1,2,1,7,2,1,10,2012,11,15,14,30,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260144,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,7,1,2,1,6,2,3,10,2012,11,30,15,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260145,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,5,1,1,1,8,2,1,10,2012,16,38,18,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260146,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,15,1,2,1,8,2,1,10,2012,8,48,12,58,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260147,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,1,2,2,2,2,6,2,2,10,2012,11,30,14,50,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260148,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,14,1,2,1,7,2,1,10,2012,14,40,18,10,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260149,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,16,1,2,1,8,2,1,10,2012,13,10,16,32,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260150,1,26,2601,2,822,1001,4524.29807916345,4524.29807916345,1,2,12,1,1,1,6,2,3,10,2012,9,30,11,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260151,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,4,1,2,1,7,2,5,10,2012,15,10,19,25,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260152,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,25,1,1,1,6,2,8,10,2012,15,20,18,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260153,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,28,1,2,1,8,2,3,10,2012,9,15,12,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260154,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,1,33,2,2,2,7,2,3,10,2012,11,40,15,9,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260155,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,20,1,2,1,8,2,3,10,2012,12,52,16,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260156,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,12,1,1,1,6,2,4,10,2012,13,20,16,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260157,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,6,1,1,1,6,2,7,10,2012,10,20,12,30,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260158,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,1,17,2,2,2,7,2,3,10,2012,8,0,11,30,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260159,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,14,1,1,1,6,2,3,10,2012,8,30,12,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260160,1,26,2613,2,1462,1406,3732.54591530984,3732.54591530984,1,2,22,1,2,1,8,2,3,10,2012,16,10,18,50,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260161,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,22,1,2,1,8,2,7,10,2012,15,15,17,58,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260162,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,1,1,2,1,8,2,7,10,2012,11,0,13,32,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260163,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,1,17,2,2,2,6,2,11,10,2012,13,15,17,35,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260164,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,3,1,2,1,8,2,7,10,2012,8,25,10,52,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260165,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,8,1,1,1,6,2,10,10,2012,9,20,13,4,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260166,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,13,1,2,1,6,2,11,10,2012,14,15,16,30,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260167,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,10,1,2,1,8,2,7,10,2012,13,37,15,10,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260168,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,6,1,2,1,7,2,7,10,2012,8,30,12,40,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260169,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,2,27,1,2,1,7,2,7,10,2012,15,20,19,55,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260170,1,26,2616,2,254,1407,4750.51298312162,4750.51298312162,1,1,15,2,2,2,7,2,7,10,2012,12,50,15,10,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260171,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,2,1,2,1,7,2,9,10,2012,7,0,11,15,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260172,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,3,1,2,1,7,2,8,10,2012,10,0,14,20,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260173,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,1,7,2,2,2,7,2,8,10,2012,14,30,19,0,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260174,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,1,1,2,1,8,2,9,10,2012,11,10,13,48,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260175,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,8,1,2,1,8,2,9,10,2012,8,15,11,0,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260176,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,1,6,2,2,2,6,2,9,10,2012,8,0,12,30,14,1,,,,,,,,,,,,,,,,,,,1,1,0
260177,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,13,1,2,1,6,2,10,10,2012,6,40,11,22,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260178,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,15,1,2,1,8,2,9,10,2012,13,52,16,25,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260179,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,16,1,2,1,6,2,9,10,2012,12,40,17,2,15,1,,,,,,,,,,,,,,,,,,,1,1,0
260180,1,26,2625,2,926,1510,2714.57884749807,2714.57884749807,1,2,6,1,2,1,8,2,9,10,2012,16,30,18,42,15,1,,,,,,,,,,,,,,,,,,,1,1,0
270001,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,23,2,2,2,2,1,19,9,2012,11,13,14,16,3,3,20,9,2012,13,0,16,10,1,1,,,,,,,,,,1,1,0
270002,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,14,2,2,2,3,1,19,9,2012,12,26,17,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270003,6,27,2701,1,0,0,14679.0970229588,16310.1078032875,1,,,1,2,1,1,2,2,7,2013,12,15,16,0,,1,,,,,,,,,,,,,,,,,,,1,1,1
270004,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,32,2,2,2,3,1,20,9,2012,9,35,12,11,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270005,6,27,2701,1,506,1501,14679.0970229588,,1,1,25,2,2,2,2,1,19,9,2012,15,16,18,20,3,3,20,9,2012,10,20,12,18,1,1,,,,,,,,,,1,1,0
270006,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,19,2,2,2,1,1,20,9,2012,13,40,17,0,3,3,21,9,2012,13,35,16,20,1,1,,,,,,,,,,1,1,0
270007,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,27,2,2,2,1,1,20,9,2012,11,10,12,30,3,3,21,9,2012,10,15,12,30,1,1,,,,,,,,,,1,1,0
270008,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,21,2,2,2,1,1,19,9,2012,11,15,16,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270009,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,3,2,2,2,3,1,20,9,2012,13,0,16,9,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270010,6,27,2701,1,506,1501,14679.0970229588,16310.1078032875,1,1,8,2,2,2,2,1,20,9,2012,17,1,18,0,3,3,21,9,2012,10,17,14,0,1,1,,,,,,,,,,1,1,0
270011,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,67,2,2,2,3,1,24,9,2012,10,30,12,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270012,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,32,2,2,2,2,1,22,9,2012,10,13,12,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270013,6,27,2704,2,204,1302,,,1,1,74,2,2,2,1,1,22,9,2012,14,5,14,10,1,1,,,,,,,,,,,,,,,,,,,7,1,0
270014,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,88,2,2,2,2,1,22,9,2012,13,19,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270015,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,60,2,2,2,3,1,22,9,2012,10,12,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270016,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,4,2,2,2,2,1,24,9,2012,11,47,14,24,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270017,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,81,2,2,2,3,1,22,9,2012,13,0,15,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270018,6,27,2704,2,0,0,,,1,,,1,2,1,0,0,3,7,2013,9,20,11,30,,1,,,,,,,,,,,,,,,,,,,7,1,1
270019,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,11,2,2,2,1,1,22,9,2012,14,30,16,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270020,6,27,2704,2,204,1302,19441.0659976686,19441.0659976686,1,1,102,2,2,2,1,1,22,9,2012,10,30,13,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270021,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,10,1,2,1,1,1,14,10,2012,12,10,15,35,3,3,15,10,2012,13,20,14,32,1,1,,,,,,,,,,1,1,0
270022,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,13,1,1,1,3,1,14,10,2012,14,15,16,10,3,3,15,10,2012,12,30,13,32,1,1,,,,,,,,,,1,1,0
270023,6,27,2701,1,0,0,10659.8204571486,10659.8204571486,1,,,1,2,1,2,1,5,7,2013,15,32,18,10,,1,,,,,,,,,,,,,,,,,,,1,1,1
270024,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,19,1,1,1,3,1,14,10,2012,16,17,19,10,3,3,15,10,2012,14,0,15,20,,,,,,,,,,,,1,1,0
270025,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,39,1,1,1,2,1,14,10,2012,10,30,15,20,3,3,19,10,2012,13,0,15,30,1,1,,,,,,,,,,1,1,0
270026,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,49,1,2,1,1,1,15,10,2012,10,8,12,40,3,3,16,10,2012,10,10,11,55,1,1,,,,,,,,,,1,1,0
270027,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,1,45,2,2,2,3,1,14,10,2012,11,0,12,32,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270028,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,23,2,1,1,2,1,16,10,2012,13,0,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270029,6,27,2715,1,0,0,10659.8204571486,10659.8204571486,1,,,1,2,1,0,0,25,6,2013,16,13,18,15,,1,,,,,,,,,,,,,,,,,,,1,1,1
270030,6,27,2715,2,752,1508,10659.8204571486,10659.8204571486,1,2,32,1,1,1,2,1,14,10,2012,17,0,18,30,3,3,15,10,2012,14,50,17,10,1,1,,,,,,,,,,1,1,0
270031,6,27,2709,1,1646,1205,2912.51925058706,2912.51925058706,1,1,1,2,2,2,3,1,13,10,2012,14,3,17,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270032,6,27,2709,1,1646,1205,2912.51925058706,2912.51925058706,1,1,2,2,2,2,2,1,13,10,2012,12,42,15,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270033,6,27,2709,1,1646,1205,2912.51925058706,2912.51925058706,1,1,3,2,2,2,1,1,12,10,2012,11,10,14,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270034,6,27,2709,1,1646,1205,2912.51925058706,2912.51925058706,1,1,,2,2,2,,,26,6,2013,11,5,13,20,,,,,,,,,,,,,,,,,,,,,1,1,2
270035,6,27,2709,1,1646,1205,2912.51925058706,2912.51925058706,1,1,5,2,2,2,1,1,13,10,2012,12,30,15,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
270036,6,27,2709,1,1646,1205,,,1,1,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0
